video,start,text,entities
2,7707,"Und das ist ein Weg gewesen, dass ich den Redakteur angerufen habe und gesagt habe, ich finde, das sollte man unbedingt machen. Das ist aus dem und dem Grund interessant.",
2,7719,"Und dann hat er gesagt, ja, das geht, das kannst du. Oder dann kann es auch sein, dass die Leute direkt an die Redaktion – dann habe ich einen Auftrag bekommen. Aber, das wird dann natürlich auch bisschen davon gesteuert, indem man dann die Sachen sagt, die möchte man. Und da hat man sich eigentlich schon eingebracht, so unterschwellig, ohne dass das ganz klar gesagt ist. Wobei es ist ganz logisch gewesen.",
2,7748,"Das Opernhaus zum Beispiel, das hat einfach dazu gehört und bis vor ganz kurzem haben die Tanzvorstellungen im Theater Winterthur einfach dazu gehört. Und wenn ich das Programm bekommen habe im Frühling, dann habe ich mir das angestrichen und da wusste ich, ich vereinbare nichts Anderes, weil ich wusste, dass sie mich anfragen.",Opernhaus;Theater Winterthur
2,7768,"Oder dann später haben wir untereinander abgesprochen, was interessiert dich, was interessiert mich. Jetzt ist das natürlich nicht mehr so, aber früher habe ich mich im Prinzip verantwortlich gefühlt, dass ich diese Sachen abdecke. Und habe es relativ früh gemeldet, wenn ich gesagt habe, also dann ist es nicht möglich, da bin ich nicht da. Das sind so die Regelmässigkeiten gewesen.",Regelmässigkeiten
2,7799,"Währendem alles in der freien Szene oder eben, ich habe ja nicht alle Spielpläne von Basel und von Bern gehabt, oder.",Basel;Basel;Bern
2,7807,"Ich habe relativ viel Schläpfer gesehen, wo er seine erste Stelle hatte als Chefchoreograf und Ballettdirektor in Bern. Da sind wir quasi alles anschauen gegangen. Das ist klar. Aber das hing dann auch von mir ab. Ich habe gesagt, das ist interessant, das machen wir und andererseits hat man dann vielleicht gesagt, ja jetzt ist Luzern nicht so gut, dass man zum allem hingehen muss. Wobei, wir haben das eine Zeitlang sehr viel gemacht. Wir haben das sehr ausgeweitet.",Bern;Luzern
2,7831,I: Wie siehst du den Einfluss von dir als Tanzkritikerin oder eben auch andere Tanzjournalistinnen auf die Entwicklung von der freien Szene?,I
2,7849,"P: Ich glaube nicht, dass wir inhaltlich viel haben bewirken können. Ich habe nicht den Eindruck, dass die Künstler, die so Anfang der achtziger Jahre angefangen haben zu arbeiten, zum Teil Einflüsse gehabt haben aus Amerika oder England oder Frankreich, oder einfach woher sie gekommen sind. Oder wo sie eine Zeitlang gelebt und gearbeitet haben und nachher hierher gekommen sind.",Amerika;England;Frankreich;P
2,7873,"Ich glaube nicht, dass wir inhaltlich einen grossen Einfluss gehabt haben. Wenn man zum Beispiel mal etwas nicht gut gefunden hat, dass die das dann geändert hätten wegen mir. Dieses Gefühl hatte ich nie. Aber ich glaube, man hatte Einfluss indem man bei der Zeitung Möglichkeiten gehabt hat auch ins Rigiblick, wo nicht so verrückt viele Leute Platz drin hatten, oder in die Aula Rämibühl, dass man da überhaupt darüber schreiben konnte.",Rigiblick;Rämibühl
2,7903,"Und eben zum Beispiel, wo es dann das Westend Theater gegeben hat vom CH-Tanztheater, die Gastspiele, das ist eigentlich fast selbstverständlich gewesen, dass wenn die Kompanien aus dem Welschland angefragt haben und ein Gastspiel hatten, dass man dann gegangen ist. Also diese Programme, das hat man eigentlich alles gesehen.",CH-Tanztheater;Westend
2,7923,"Währendem beim Theaterspektakel ist es vielleicht eher so gewesen, dass sie die Priorität gehabt haben, wenn ein Schweizer gerade eine Uraufführung gemacht hat, dann ist man dort selbstverständlich gegangen, aber es sind ja sehr viele Ausländer gewesen, und da konnte man dann auswählen. Und da konnte man dann schon sagen, ich will das auswählen und ich will das. So, wie du auch – die Afrikaner haben wir vielleicht eher besprochen als andere Länder, oder?",Afrikaner;Schweizer
2,7954,"Das ist schon klar. Oder man hat mal einen Namen von jemanden gehabt, den man nicht mehr so zuordnen konnte, dann hat man sich gefragt, wie sie aussieht und dann ist halt mal anschauen gegangen. Weil, alles abdecken konnte man sowieso nicht, das haben sie auch im Theater nicht gemacht. Eben, sagen wir bei einem Festival wie das Theaterspektakel.",
2,7971,"Und beim Steps konnten wir auch relativ viel machen. Zusammen mit Winterthur und Zürich gab es ganz wenige Produktionen, die nicht in der Nähe gelaufen sind. Da haben sie immer ein offenes Ohr gehabt.",Steps;Winterthur;Zürich
2,7989,"Aber eben, wenn man eine ausgelassen hat, dann ist das schon – das haben wir selber entschieden. Da will ich nicht gehen. Also durch die Auswahl hat man es vielleicht gesteuert.",
2,8004,"Aber ich glaube, dass so viel über Tanz geschrieben worden ist in der Szene, das hat natürlich den Feuilleton-Redakteuren irgendwie eingeleuchtet, das wollten sie begleiten. Und sie wollten auch kontinuierlich, wirklich jedes Jahr geht man zu den Königsfelder Festspielen. Das gehört einfach dazu.",Feuilleton-Redakteuren;Königsfelder Festspielen
2,8028,"Und gleichzeitig ist natürlich Tanz und Gymnastik grösser geworden, das ist der Vierteljahresbericht von der SBTG und der Wolfgang hat ""Tanz der Dinge"" gegründet. Für die hat man geschrieben. Gleichzeitig gab es in Deutschland, in Österreich, überall, viel mehr Tanzzeitschriften, die hat man natürlich alle gelesen.",Deutschland;SBTG;Wolfgang;Österreich
2,8058,"Und zum Teil sind dort auch Artikel aus der Schweiz nachgedruckt worden. Also, ich glaube, es ist einfach allgemein ein grösseres Interesse am Tanz da gewesen. Wobei man natürlich sagen muss, die Tanzzeitschriften in der Schweiz konnten nur existieren, weil sie kein Honorar gezahlt haben oder nur sehr kleine Honorar und auch immer so einzelne kleine Gönner gehabt habe, die da geholfen haben.",der Schweiz;der Schweiz
2,8090,"Das hat sich nicht rentieren können, man hat nicht so viele Inserenten gehabt und auch die Auflagezahlen waren nicht so riesig. Aber, ich habe gern für den Wolfgang geschrieben, weil er hat einem nie etwas geändert.",Auflagezahlen;Wolfgang
2,8111,"Man hat alle Fehler selber verantworten müssen, es ist einem nicht hineingepfuscht worden.",
2,8116,Und er hat so Rubriken gehabt wie Tanzgeschichte oder aktuelle Sachen.,
2,8122,"Und wenn man mal einen Vortrag gehabt hat, konnte man das eben ausweiten. Und noch schön bebildern. Und dann hat man dort irgendwie eine grössere Resonanz gehabt. Wobei das eben natürlich auch nicht sehr viele Leser gehabt hat.",
2,8138,"Und es hat letztens jemand angefragt im Tanzarchiv, wegen so Tanzvorstellungen, wo man eben immer so Programme hat, ""Tanz in Stücken"", die verschiedene Künstler, vielleicht sechs oder acht, hatte am gleichen Abend. Und da konnte man nur ein Zehn-Minuten-Solo zeigen und die hat sich darüber erkundigt. Und wir haben da jetzt etwas im Tanzarchiv in Lausanne. Filme haben wir nicht.",Lausanne;Tanzarchiv;Tanzvorstellungen
2,8174,"Und dann habe ich ihr gesagt, es gibt nur eines, lesen Sie das ""Tanz der Dinge"". Der Wolfgang hat beides organisiert, er hat beides da drin, er hat GANZ SICHER alles da drin gehabt. Die Künstlerporträts, das Programm und dann Kritiken, die er gefunden hat, die er – aber, wenn man sich halt nicht bemühen will 30 oder 40 oder 60 Tanzzeitschriften durchzuschauen, dann findet man das nicht.",GANZ;SICHER;Wolfgang
2,8200,"Das sind so die Sachen. Darum ist das unterdessen eigentlich schon fast wieder vergessen. Alles, was da in den achtziger und neunziger Jahren passiert ist. Das ist nicht im Bewusstsein von den heutigen Tanzschaffenden. I: Du archivierst alles, was du schreibst und liest?","Du archivierst alles, was du schreibst und liest;I;Tanzschaffenden"
2,8230,"P: Ja, ich habe eigentlich – nein, ich schreibe nicht alles auf, wo ich es her habe. Ich mache mir so Notizen, dass ich es wiederfinde. Weil, es passiert mir manchmal auch so blödes Zeug, dass ich ein Buch kaufe, wo der Titel so interessant ist und dann nachher lese ich das und denke, das ist eigentlich ganz langweilig.",P:
2,8254,"Und dann habe ich es dem MIZ gegeben und ich hab gesagt, ich brauche es nicht mehr. Und dann habe ich es doch wieder gebraucht und bin es ausleihen gegangen. (lacht) Im Toni-Areal. Und jetzt steht es wieder im Toni-Areal und ich habe dennoch nicht gefunden, was ich wollte.",MIZ;Toni-Areal;Toni-Areal
2,8271,"Es ist einfach die erste Reaktion richtig gewesen, es bringt nicht viel. Es ist um den freien Tanz gegangen in England, bevor Jooss und Leeder dann nach Dartington Hall gegangen sind.",Dartington Hall;England;Jooss;Leeder
2,8284,"Es hat ein bisschen etwas, aber es gibt nicht sehr viel. Aber ich habe es dann einfach noch einmal wissen wollen, ich wollte sicher sein. Ich habe lieber nachgefragt. Das kann schon passieren, aber meine Sachen habe ich eigentlich alle zusammen nicht sehr gescheit archiviert. Sie sind nämlich in Plastik-Sichtmappen, was man ja nicht machen sollte.",Plastik-Sichtmappen
2,8306,"Und ich habe mal einen ganzen Koffer voll, wo ich ein bisschen aufgeräumt habe, habe ich nach Lausanne gebracht. Also die ganz frühen Sachen, eben die achtziger Jahre, die habe ich eigentlich auch nicht mehr alles. Das ist aber im Tanzarchiv. I: Machen das andere Tanzkritikerinnen auch?",I;Lausanne;Tanzarchiv
2,8325,"P: Wir haben schon einzelne Leute, die ihre Sachen geben. Wobei bei den Zeitungen würde heutzutage auch eine Bibliografie reichen, weil die Tageszeitungen sind ja alle zusammen digitalisiert. Das heisst, wenn man weiss wo, dann würde man das finden. Oder in der ZB und in der Landesbibliothek, die behalten ja die Sachen.",Landesbibliothek;P;ZB
2,8352,"Die Frage ist dann einfach, wie man das findet, weil die Landesbibliothek hat nicht einen Detailkatalog von allen Tanzsachen, die früher publiziert worden sind.",Landesbibliothek
2,8365,"Und wie das bei der NZZ ist, das weiss ich nicht genau, die haben es wahrscheinlich. Die haben früher noch wunderbare Karteikarten gehabt.",NZZ
2,8372,"Man konnte dort in die Bibliothek hinein, dort gab es Karteikarten und wenn man alle Rezensionen über die Wigman wollte, die hat man alle gefunden, das war alles auf den Karteikarten. Man durfte die alten Zeitungen aufmachen und schauen, was dort geschrieben worden ist.",Wigman
2,8387,"Das ist so lustig gewesen. Heute ist das anders, aber man müsste eine Bibliografie haben davon, oder? Und dann würde man alle finden, dann müsste man die Zeitungen nicht aufbewahren. Aber ich habe es aufbewahrt und ich habe oft auch die fremden Kritiken, die ich gerade gehabt habe, sind auch in Mappen hinein.",
2,8407,"Ich behalte dann auch die alten Programme, ich habe auch die alten Jahrbücher, ich habe diese Sachen. Und ich habe einfach noch genug Platz, auch wenn wir jetzt in einer Wohnung wohnen. Aber auch wenn ich mal an einen kleineren Ort umziehe, dann muss ich mehr nach Lausanne geben. Und der Simon Bauer, der zum Beispiel eine Tanzgeschichte geschrieben hat über den Ausdruckstanz, der hat angefragt, was er mit seinen Notizen machen soll.",Lausanne;Simon Bauer
2,8441,"Und mit seinen Dokumenten, die er für das erarbeitet hat und das ist jetzt alles ziemlich detailliert katalogisiert im Tanzarchivin Lausanne. Da, wo die Tanzsachen, die schriftlichen sind. Wir haben ja in Zürich nur die audiovisuellen Medien. Ja und das muss dann anfragen gehen und lesen und fotokopieren. Wie das immer ist.",Tanzarchivin Lausanne;Zürich
2,8468,"Aber ich bin auch sonst eine Sammlerin, ich sammle auch ganz andere Sachen, schöne Steine oder Engel oder irgendetwas. Nicht nur diese Sachen, aber ich habe immerhin einmal angefangen ein bisschen aufzuräumen und ich tu´s jetzt in säurefreie Kuverts hinein und beschrifte es. So, wie wir es im Archiv gern wollen, und ich habe vor allem Fotos herausgenommen. Weil ich habe ziemlich viele Fotos. Im Schweizer Theaterlexikon sind viele Fotos aus meiner persönlichen Sammlung.",Schweizer Theaterlexikon
2,8509,"Er hat mich mal angefragt, was ich eigentlich hätte, da habe ich ein paar Sachen zur Verfügung gestellt. Weil ich habe mir früher, wenn ich ins Ballett bin, ich gehe ja seit 1962 ins Theater hier. Also vorher bin ich mit den Grosseltern ins Kindermärchen gegangen und dann nachher habe ich mir immer von jeder Tanzvorstellung ein bis zwei Fotos gekauft. Von meinem Taschengeld.",
2,8531,"Das habe ich noch ziemlich lange gemacht. Und das ist lustig gewesen, weil die Theaterfotografin hat am Kreuzplatz gewohnt und man hat zu ihr gekonnt, sie hat Alben gehabt und man konnte auswählen. Und dann hat sie aber auch ""Abfallfotografien"" gehabt, die konnte man dann ganz billig kaufen. Also ich habe an Programmheften nur den Tanz behalten, aber ich kenne jemanden, der ungefähr seit 60 Jahren alle Opernprogramme – und er hat das Premierenabonnement – alle Opernprogramme hat.",Kreuzplatz;Opernprogramme;Opernprogramme
2,8571,"In seinem Haus. Aber es ist manchmal lustig, man kann nachschauen gehen, wie die Programme früher ausgesehen haben. I: Inwiefern sind Tanzkritiken für dich historische Quellen?",I
2,8591,"P: Ich glaube, sie sind vor allem früher, wo sie ausführlicher gewesen sind – das sind dann aber nicht nur Kritiken, sondern vor allem auch Nachrufe oder irgendwie etwas für den 80. oder 90. Geburtstag oder so, wo dann etwas aufgearbeitet wird aus dem Leben. Und da kann man einfach noch etwas finden.",P
2,8620,"Ich erinnere mich, wo ich für das Schweizer Theaterlexikongearbeitet habe, da habe ich vor allem, wenn es so Zeiten gewesen sind, wo man noch nicht so gross etwas im STBG-Heft oder so gefunden hat. Da habe ich verschiedene Zeitungsausschnitte gehabt von früheren Kritikern, die ihren Bestand demJean-Pierre Pastori fürs Tanzarchiv Lausanne gegeben haben.",Pastori;Schweizer Theaterlexikongearbeitet
2,8646,"Und dann konnte man wirklich auch Lebensläufe rekonstruieren. Also, ich habe so viel Material gehabt und dann hat man vielleicht noch einen Hinweis gehabt von einer wichtigen Schülerin, dann hat man mit ihr Kontakt aufgenommen. Und die haben einen dazu gebracht, dass man wenigstens so einen Überblicks-Lexikonartikel schreiben konnte.",
2,8668,"Ich glaube, dass die heutigen Kritiken mehr einfach ein Zeugnis sind, was überhaupt gelaufen ist. Aber, dass man reine Informationen über die Leute zum Beispiel, die beteiligt sind, weniger findet als früher. Einfach, weil sie kürzer sind. Und gerade, weil eben der Tanz nicht mehr nur Bewegung sein will, die irgendetwas mitteilt, sondern noch für einen Haufen anderer Sachen, tut man als Kritiker ganz allgemein über den Überbau schreiben.",
2,8708,"Also, über das, was ihn sonst noch beschäftigt, was ihn überhaupt dazu bringt etwas durch Bewegung darzustellen, oder dann auch die vielen, die grenzüberschreitend, die wieder mit Text und mit Film und mit Video, mit Bildern, Installationen arbeiten. Dann tut man automatisch eher über das schreiben und nicht über den Künstler persönlich.",
2,8736,"Und schon gar nicht über sein Leben zum Beispiel. Sondern man hat dann viel mehr am Schluss wahrscheinlich den Eindruck, dass man sagen kann, die Richtung – eine Zeitlang haben quasi alle angefangen im Hinblick auf Pina Bausch, haben alle ihre Aufführungen Tanztheater genannt.",Pina Bausch
2,8758,"Und wollten komplexe Inhalte, die nicht ganz einfache Liebesgeschichten oder irgendwie so, was sich im Tanz ja relativ leicht darstellen lässt, sondern wo sie auch kompliziertere Tatbestände im Tanz haben darstellen wollen.",
2,8775,"Und wenn man das natürlich zusammen sammelt und dann alle die Kritiken überschaut, dann merkt man wahrscheinlich schon so Einfluss-Wellen. Wenn man das alles miteinander nimmt. Aber wie – ich glaube, es kommt wirklich auf den Einzelfall an, aber eben normalerweise über die Personen erfährt man nicht unbedingt mehr. Und dann muss man einfach sagen, es ist vielleicht auch nicht so nötig, weil heute hat jeder Künstler seine Webseite. Sie sind vielleicht sehr unterschiedlich in der Qualität, sehr unterschiedlich in der Ausführlichkeit, was man da alles findet. Dann ist man nach heutiger Sicht, nicht mehr darauf angewiesen.",Einfluss-Wellen
2,8821,"Aber, es gibt etwas ganz Wichtiges, früher, wo der Forsythe noch in Frankfurt am Main gewesen ist, hat er durchs Frankfurter Theater eine sensationelle Webseite gehabt. Man hat wirklich von JEDEM Stück alles zusammen erfahren können. Man hat konnte hineinschauen, man hatte die Besetzung von allen Vorstellungen, alles zusammen.",Forsythe;Frankfurt am Main;Frankfurter Theater;JEDEM
2,8842,"Und seitdem er nicht mehr in Frankfurt ist, hat er das nicht mehr gehabt. Da ist seine Webseite sehr viel magerer, viel kleiner geworden. Also, man hat dort eigentlich wie so ein gesamtes Werkverzeichnis mit allen Angaben, die man nur überhaupt wollen hat, das hat man wieder gehabt. Und wo das dann wieder weg ist von Frankfurt, er hat ja den deutschen Tanzpreis gerade bekommen, als er weg ist von Frankfurt.",Frankfurt;Frankfurt;Frankfurt;deutschen
2,8868,"Und dort hat es zum Glück noch eine grosse Publikation gegeben, wie das immer für Tanzpreisträger ist, wo alle seine Werke aufgeführt sind. Und jetzt muss ich wieder auf diese Broschüre zurückgreifen, wenn ich von dieser Zeit eine vollständige Auflistung machen will, wo er in Frankfurt gearbeitet hat, oder. Ich habe es nicht mehr online. Und ob es auf Wikipedia wieder neu drauf ist, das weiss ich nicht. Habe ich nicht geschaut. Weil ich habe ja die Broschüre. (lacht)",Frankfurt;Tanzpreisträger;Wikipedia;Zeit
2,8897,I: Du hast grundsätzlich nicht viel auf Wikipedia nachgeschaut? P: Also selbstverständlich schaue ich und ich benutze dann vor allem die Quellenangaben.,P;Wikipedia
2,8911,"Das ist ja in Wikipedia relativ gut und ich habe auch selbst erfahren, wie relativ kompliziert es ist, einen Wikipedia-Artikel zu schreiben. Wo wir die Leeder-Ausstellung gemacht haben, da haben wir am Schluss alle zusammen gefunden, du sollst jetzt unbedingt einen Wikipedia-Eintrag machen über den Leeder.",Leeder-Ausstellung;Wikipedia
2,8930,"Und wir haben zum Glück gerade eine Praktikantin gehabt, die von der Geschichte her gekommen ist und die haben das offenbar geübt, wie es genau aufgebaut sein muss. Ja und ich hätte das zuerst wieder herausfinden müssen anhand von Artikeln. Und dann haben wir das besprochen und dann habe ich ihr den Text gegeben, sie hat sich das angeschaut und hat gesagt, was man noch ändern müsste und verbessern.",
2,8953,"Und wichtig sind ja vor allem die lückenlosen Auflistungen von den Quellen. Und das ist das, wo Wikipedia, glaube ich, wirklich sehr gut und sehr wichtig ist. Ich glaube, das wird kontrolliert, dass man da nicht einfach irgendetwas behauptet.",Wikipedia
2,8970,"Ich meine, man muss vielleicht nicht gerade den Geburtsschein zeigen, um herauszufinden, dass der an dem Tag geboren ist. Aber sonst eben, sobald man irgendwie einen Hinweis hat, aus der Sekundärliteratur oder etwas, was man selber geschrieben hat, dass man da immer einen Hinweis hat. Und das ist das, was man dann schon gut gebrauchen kann, das ist klar. Aber ich schreibe ja auch nicht mehr.",
2,8992,I: Das würde dich nicht reizen?,I
2,8994,"P: Nein, ich glaube, ich schreibe nicht mehr.",P
2,8997,"Ich habe ja im Tanzarchiv immer Projekte, im Moment ist es wieder der Lifar, ich habe immer Projekte, wo ich dran arbeiten kann. Suzanne Perrottet haben wir im Moment, Lifar ist auch. Und da gibt es genug Interessantes für mich zu machen. Und ich, wie gesagt, ich bin dann seit acht Jahren dann pensioniert.",Lifar;Lifar;Suzanne Perrottet;Tanzarchiv
2,9021,"I: Wenn man deine Bibliografie anschaut, dann werde ganz viele Textsorten bedient, auch ganz viele Publikationsorgane. Und eben, das Theaterlexikon, ungefähr 130 Artikel. Das ist wahnsinnig viel.",I;Publikationsorgane
2,9043,"P: Ja, also dort, wo wir es gemacht haben, wo das Projekt überhaupt lanciert worden ist, da haben sie gesagt, wir sind so quasi wie eine informelle Teilredaktion gewesen, einfach für Tanz.",P
2,9057,"Und sie haben einfach die Claudia Rosiny, den Jean-Pierre Pastori und ich, wir haben mal eine Liste gemacht und sie hat auch – einfach von überallher haben wir eine Liste gemacht und dann haben wir mal schauen müssen. Sie haben uns einfach gesagt, etwa um die 400 würden dem Tanz gehören, weil sie haben das ja auch ein bisschen beschränken müssen.",Claudia Rosiny;Jean-Pierre Pastori
2,9078,"Und dann haben wir geschaut wegen Kriterien. Wir haben auf jeden Fall mal den Schweizer Bezug. und dann mussten es wirklich Leute vom Theater sein, das heisst man hat Choreografen, die mindestens drei Jahre als Choreograf an einem Theater gearbeitet haben, zum Beispiel.",Schweizer
2,9097,"Oder auch Solotänzer. Wir hatten keine Corps de Ballet-Tänzer, aber alle, die Solisten, die besonders interessant oder wichtig gewesen sind. Die freie Szene auch. Was wir vernachlässigt haben, sind vor allem die Leute, die etwa ein Jahr getanzt haben und danach pädagogisch tätig sind.",Corps de Ballet-Tänzer
2,5517,"Die haben einfach dann irgendwie keinen Platz gehabt. Aber man ist dann natürlich gerade früher so in der Zeit um die 1950, da hat es natürlich noch viele Leute gehabt, die auch noch gelebt haben, die vielleicht mal dann halt am Stadttheater oder in freien Truppen oder beim Heinz Rosen in Basel nachher. Und die hat man natürlich alle dann aufgenommen.",Basel;Basel;Heinz Rosen;Zeit
2,9142,"Am Schluss sind wir dann bei diesen 400 gewesen und etwa ein Drittel habe ich geschrieben, ja. Das sind eigentlich eben vor allem die aus der deutschen Schweiz gewesen, die die hier in der Nähe gewesen sind, wo ich am ehesten einen Zugang hatte.",deutschen
2,9157,"Weil es ist ja eigentlich interessant, ich bin ja im Prinzip vom Ballett hergekommen und ich bin ein ganz ein grosser Fan vom klassischen Tanz, vom Mariinski-Ballett. Also mich interessieren verschiedene Varianten von einer Fassung von einer ""Paquita"" oder irgendwie so, das interessiert mich brennend.",Mariinski-Ballett;Paquita
2,9180,"Aber weil ich ja dann angefangen habe mich mit Schweizer Tanzgeschichte zu befassen und das ziemlich weit weg ist von St. Petersburg, ist es dann der Ausdruckstanz gewesen, der historisch relevant gewesen ist. Und so sind eigentlich ein ganz ein Haufen, wo ich dann darüber geschrieben habe, kommen einfach aus dem Ausdruckstanzbereich. Ganz einfach, weil ich bin überzeugt, die wirkliche Tanzgeschichte, wenn man nicht einfach Tänzer, die in den Theatern auch mitgemacht haben und jeden Tag auf der Bühne gestanden sind und mal Statisten waren und einmal haben sie eine Tanzeinlage getanzt, sondern wirklich Tänzer, die dann nur noch in Tanzvorstellungen aufgetreten sind, das ist noch nicht so alt.",Ausdruckstanzbereich;Schweizer;St. Petersburg;Tag auf der Bühne;Tanzvorstellungen
2,9225,"Und das Stadttheater hat schon relativ früh den freien Tanz mit einbezogen. Also ist es eigentlich, wenn ich wollte – ich habe kleine Kinder gehabt, ich hatte zwar Zeit, um ins Stadtarchiv zu gehen oder ins Laban-Archiv im Kunsthaus oder Suzanne Perrottet, Laban, diese Sachen. Das konnte ich alles, das ist in Zürich. Aber ich konnte nicht nach St. Petersburg fahren, irgendwelche Nachforschungen machen, obschon ich russisch gelernt habe.",Kunsthaus;Laban;Laban-Archiv;St. Petersburg;Suzanne Perrottet;Zürich
2,9257,"Also ist es irgendwie darauf hinaus gelaufen, dass ich hier gearbeitet habe. Und da sind dann halt die ersten Vorstellungen von der Wigman gewesen, wo ich dann halt angefangen habe zu schreiben, solche historischen Sachen.",Wigman
2,9267,"Oder halt wunderbare Sachen, wo die Niddy Impekoven 90 Jahre alt geworden ist, da hat ja in Bad Ragaz, also sie ist ja halbe Schweizerin gewesen, und das ist ja so eine wunderbare Tänzerin gewesen. Und ich habe sie dann besuchen können und konnte einen kleinen Artikel für ihren 90. Geburtstag schreiben.",Bad Ragaz;Impekoven 90 Jahre alt geworden;Schweizerin
2,9285,"Und Alain Bernard hat noch ein Foto von ihr gehabt und dann ist das dann gekommen. Also es ist dann einfach darauf hinausgelaufen, dass ich eigentlich das gemacht habe, wo man eben hier Quellen hat. Und auch die Leute hat, die noch erzählt haben.",Alain Bernard
2,9297,"Das hat sich dann so ergeben und darum sind es dann vor allem die Leute, wo ich jetzt im Lexikon bin. Wobei es sind unterdessen im Lexikon ein bisschen mehr als 400, weil sie haben dann so lange daran gearbeitet, dass dann unterdessen viele junge auch wieder die Kriterien erfüllt haben.",
2,9314,"Also auch haben bereits drei Jahre mit einer eigenen Kompanie gearbeitet und dann hat die Lilo Weber noch Ergänzungen auf verschiedene jüngere, die wir gar nicht mehr auf der Liste gehabt haben. Im Prinzip hat sich dann auch unsere Redaktion ein bisschen aufgelöst. Wir haben das mal so aufgegleist und dann haben auch noch verschiedene andere Anregungen gegeben: da fehlt doch noch einer.",Lilo Weber
2,9343,"Und dann sind sie selber darauf gekommen oder irgendetwas. Dann hat sich das so ergeben. Aber es ist auf jeden Fall spannend gewesen und es ist im Prinzip ist es auch so etwas gewesen wie eine mündliche Geschichte, weil man hat da mal geschaut, was man überhaupt findet in den Jahrbüchern oder irgendeine Publikation. Das ist natürlich wenig gewesen und dann hat man diese Leute angerufen und hat sich mal erzählen lassen.",
2,9363,"Und wenn man es dann vergleicht mit den Notizen, dann sieht man, dass etwas nicht stimmt. Und dann hat man wieder telefoniert und dann hat man gesagt, so jetzt gehe ich aber wirklich in den Estrich hoch und hole mal die Kiste herunter. Dann haben sie die Programme angeschaut und haben noch Fotos gefunden, von denen sie nichts mehr wussten.",
2,9379,"Und dann haben sie angefangen untereinander zu telefonieren. Und dann ist auch manchmal gekommen, zu dieser Frau – die ist ja genau gleich wichtig – die müsst ihr auch noch mit hineinnehmen.",
2,9389,"So hat sich dann das ergeben. Und da ist wirklich spannend gewesen. I: Jetzt sind die Artikel recht kurz in dem Theaterlexikon, hast Du da nicht Lust – also Lust hast Du sicher gehabt etwas Grösseres zu machen, aber was hätte es da gebraucht, um genauere Darstellungen von diesen Menschen zu schreiben?",Du da nicht Lust – also Lust hast Du;I
2,9415,"P:Ja gut, da hätte man dann schon noch alle Kritiken anschauen müssen, also wenn jemand zuerst die freie Szene in Zürich und dann nachher mit dem Roger Georg) zusammen, da hätte man dann den ganzen Roger GeorgeNachlass anschauen müssen und so. Also das wäre dann so eine Erweiterung gewesen. Und dafür hat es dann kein Interesse, kein Publikationsorgan gegeben.",P;Roger Georg;Roger GeorgeNachlass;Zürich
2,9438,"Und ich finde eigentlich, die Grösse des Theaterlexikons hat mich eigentlich nicht so beschränkt.",
2,9445,"Es ist eher das historische Lexikon gewesen, wo man sehr wenig Platz gehabt hat. Und sie darauf bestanden haben, dass man wirklich den Originalnamen, den Beruf von den Eltern, Konfession, alles zusammen das Zeug herausfindet. Und das hat manchmal so viel Zeit gebraucht, bis man nur die Einleitung … bevor man überhaupt darauf gekommen ist, was er gemacht hat. Und das hat schon fast ein Drittel vom gesamten Platz gebraucht.",Zeit
2,9473,"Das fand ich eigentlich unbefriedigender, weil man da, so Leute wie den Hans Züllig abgehandelt hat und dann ist es etwas ganz Kleines geworden. Das fand ich irgendwie schade. Und das hat es natürlich schon gegeben, dass zum Beispiel die IG Tanz in Basel, die haben angefangen so Broschüren herauszugeben für Tanzschaffende; frühere wie Katja Wulff und so.",Basel;Basel;Hans Züllig;IG Tanz;Katja Wulff;Tanzschaffende
2,9499,"Sie sind sehr aktiv gewesen und sie haben dann Broschüren herausgegeben über Katja Wulff. Das haben wir aber in Zürich nicht gehabt. Aber wenn ich unbedingt einer Person hätte nachgehen wollen, jetzt über Terpis, Wigman,Perrottethinaus, ich hätte das immer publizieren können beim Wolfgang, im ""Tanz der Dinge"".",Katja Wulff;Perrottethinaus;Wigman;Wolfgang;Zürich
2,9520,"Das ist klar. Das hätte er genommen, aber inwieweit das dann gelesen worden wäre. Ich meine, er hat immer dafür gesorgt, dass die Tanzzeitschriften, so wie der ZB, auch in der Landesbibliothek. Es ist immer irgendwo vorhanden, es ist nicht so, dass es quasi verloren ist, aber – und er hat sogar eine Bibliografie gemacht. Er hat eine. Aber, die ist nie gedruckt, aber wir haben sie im Tanzarchiv Zürich auch. Mit allen Zeitungen. I: Und wenn man jetzt heute so etwas würde machen wollen?",I;Landesbibliothek;Tanzarchiv Zürich
2,9554,"P: Da müsste man zuerst genug Mitarbeiter finden. Das sind natürlich zum Teil auch früher Kritiker gewesen, die dann immerhin schon sehr viel gewusst haben. Und nicht – ich meine, wenn man über einen modernen geschrieben hat, dazu gearbeitet hat, da hat man ja eigentlich alles beieinander gehabt, wenn man ein paar Aufführungen gesehen hat.",P
